target_id	length	eff_length	est_counts	tpm
rnd-1_family-316#Unknown	225	70.3776	1015.47	1874.89
rnd-1_family-31#Unknown	360	179.066	0	0
rnd-1_family-355#LINE/CR1-Zenon	546	356.892	7905.99	2878.48
rnd-1_family-276#LINE/CR1-Zenon	1289	1098.78	5129.36	606.592
rnd-1_family-116#LINE/CR1	2689	2498.78	1097.25	57.0588
rnd-1_family-232#LINE/Penelope	526	337.175	1041.64	401.427
rnd-1_family-64#LINE/RTE-BovB	653	463.093	8223.41	2307.42
rnd-1_family-173#LINE/RTE-BovB	288	117.294	935.506	1036.37
rnd-1_family-55#DNA/hAT-Charlie	441	254.677	746.249	380.748
rnd-1_family-416#Unknown	95	15.7913	191	1571.66
rnd-1_family-158#Unknown	311	136.493	584.451	556.392
rnd-1_family-377#Unknown	545	355.892	4021.04	1468.13
rnd-1_family-113#LINE/RTE-BovB	455	268.016	1015.47	492.324
rnd-1_family-125#LTR/Pao	1934	1743.78	4279.15	318.867
rnd-1_family-136#Unknown	110	10.4229	277.436	3458.73
rnd-1_family-321#Unknown	356	175.332	961.318	712.443
rnd-1_family-183#Unknown	168	35.0849	1720.72	6372.83
rnd-1_family-2#LINE/RTE-BovB	1404	1213.78	16688.4	1786.57
rnd-1_family-275#Unknown	56	23.3529	7.98658	44.4388
rnd-1_family-102#Unknown	168	35.0849	515.443	1908.99
rnd-1_family-219#Unknown	489	300.929	199.687	86.2242
rnd-1_family-405#Unknown	718	528.003	217.055	53.4167
rnd-1_family-199#Unknown	71	27.037	70.43	338.487
rnd-1_family-408#Unknown	190	48.4127	83.4154	223.888
rnd-1_family-309#Unknown	57	24.3529	0	0
rnd-1_family-68#DNA/CMC-EnSpm	1936	1745.78	3068.75	228.41
rnd-1_family-131#Unknown	205	57.6485	149.447	336.854
rnd-1_family-264#Unknown	249	87.4647	22.185	32.9587
rnd-1_family-127#LINE/RTE-BovB	1529	1338.78	3522.8	341.919
rnd-1_family-134#Unknown	350	169.931	507.53	388.09
rnd-1_family-128#LINE/RTE-BovB	604	414.407	2020.7	633.604
rnd-1_family-56#LINE/RTE-BovB	111	10.4353	1495.74	18624.9
rnd-1_family-92#LINE/CR1	1958	1767.78	1295.52	95.2271
rnd-1_family-187#LINE/CR1	1334	1143.78	190.541	21.6466
rnd-1_family-111#LINE/Penelope	962	771.849	4661.37	784.738
rnd-1_family-88#LINE/CR1	1195	1004.78	5	0.646611
rnd-1_family-393#LINE/CR1	2002	1811.78	603.724	43.2989
rnd-1_family-310#Unknown	103	10.9142	223.794	2664.4
rnd-1_family-25#Unknown	665	475.093	279.65	76.4857
rnd-1_family-50#LINE/CR1	2858	2667.78	425.692	20.7343
rnd-1_family-155#Unknown	153	26.7472	304.986	1481.65
rnd-1_family-147#LTR/Gypsy	2678	2487.78	15163.1	791.988
rnd-1_family-13#DNA/CMC-EnSpm	731	541.003	4712.41	1131.84
rnd-1_family-71#LINE/CR1	1167	976.778	1129.78	150.293
rnd-1_family-22#LINE/CR1	2446	2255.78	3095.65	178.319
rnd-1_family-0#LINE/RTE-BovB	1756	1565.78	10958.7	909.433
rnd-1_family-330#Unknown	698	508.003	594.226	151.995
rnd-1_family-281#LINE/CR1	1069	878.778	1	0.147865
rnd-1_family-422#Unknown	61	23.4286	13.6469	75.6889
rnd-1_family-16#Unknown	2306	2115.78	6545.84	402.012
rnd-1_family-357#DNA/CMC-EnSpm	634	444.173	1281.17	374.797
rnd-1_family-222#LINE/Penelope	711	521.003	46.1108	11.5002
rnd-1_family-241#Unknown	428	242.452	721.582	386.726
rnd-1_family-328#Unknown	289	118.165	265.575	292.041
rnd-1_family-99#LINE/RTE-BovB	153	26.7472	771.812	3749.53
rnd-1_family-166#LINE/RTE-BovB	605	415.407	59.419	18.5864
rnd-1_family-34#LINE/CR1	2418	2227.78	12182.8	710.591
rnd-1_family-42#Unknown	1397	1206.78	224.174	24.1379
rnd-1_family-354#LINE/Penelope	480	292.25	3.60884	1.60456
rnd-1_family-38#Unknown	168	35.0849	61.4921	227.741
rnd-1_family-182#Unknown	150	25.2656	388.793	1999.55
rnd-1_family-437#Unknown	68	26.12	555.378	2762.86
rnd-1_family-15#Unknown	356	175.332	1427.6	1058.01
rnd-1_family-10#SINE/tRNA	273	105.424	9363.36	11540.8
rnd-1_family-70#LINE/RTE-BovB	759	568.901	759.556	173.487
rnd-1_family-305#LINE/CR1	683	493.048	652	171.831
rnd-1_family-327#LINE/CR1	1297	1106.78	16.8467	1.97787
rnd-1_family-184#LTR/Gypsy	1889	1698.78	7043.16	538.734
rnd-1_family-378#Unknown	166	33.961	0	0
rnd-1_family-62#LINE/RTE-BovB	382	199.184	1829.31	1193.37
rnd-1_family-302#Unknown	352	171.787	397.103	300.37
rnd-1_family-224#LINE/Penelope	600	410.444	464.335	147.001
rnd-1_family-36#LINE/RTE-BovB	730	540.003	1172.59	282.158
rnd-1_family-235#Unknown	328	150.852	499	429.826
rnd-1_family-167#LINE/CR1	785	594.849	18.7799	4.10233
rnd-1_family-168#LINE/Penelope	666	476.093	196.163	53.5389
rnd-1_family-361#LINE/RTE-BovB	352	171.787	1785.85	1350.82
rnd-1_family-137#Unknown	402	217.815	1384.37	825.862
rnd-1_family-190#LINE/L1-DRE	342	163.184	420.541	334.868
rnd-1_family-198#LINE/CR1	1089	898.778	3148.14	455.14
rnd-1_family-126#Unknown	528	339.145	573.702	219.809
rnd-1_family-284#Unknown	300	127.329	796.558	812.894
rnd-1_family-27#LINE/RTE-BovB	1700	1509.78	5183.98	446.163
rnd-1_family-392#Unknown	156	28.383	37	169.39
rnd-1_family-203#Unknown	329	151.722	25.5611	21.8914
rnd-1_family-48#DNA/CMC-EnSpm	569	379.693	1015.08	347.383
rnd-1_family-202#LTR/Pao	1044	853.778	3.73694	0.568741
rnd-1_family-185#Unknown	155	27.9091	36.0086	167.65
rnd-1_family-163#LINE/Penelope	1092	901.778	536.859	77.3577
rnd-1_family-301#Unknown	356	175.332	1760.34	1304.61
rnd-1_family-287#Unknown	422	236.693	1132.92	621.955
rnd-1_family-205#LINE/RTE-BovB	241	81.7871	403.254	640.675
rnd-1_family-85#Unknown	1325	1134.78	2038.69	233.444
rnd-1_family-231#Unknown	512	323.535	267.871	107.584
rnd-1_family-144#LINE/Penelope	1243	1052.78	761.531	93.9927
rnd-1_family-20#LINE/RTE-BovB	1537	1346.78	10753.5	1037.52
rnd-1_family-318#Unknown	74	25.5625	60.2061	306.041
rnd-1_family-415#LTR/Gypsy	1361	1170.78	758.684	84.2035
rnd-1_family-398#Unknown	169	35.6443	407.237	1484.57
rnd-1_family-40#Unknown	2438	2247.78	265.731	15.3614
rnd-1_family-394#Unknown	145	22.7146	722.504	4133.13
rnd-1_family-380#Unknown	719	529.003	1096.35	269.3
rnd-1_family-109#Unknown	1081	890.778	261.923	38.2075
rnd-1_family-295#Unknown	125	14.6039	332.354	2957.16
rnd-1_family-331#Unknown	109	10.5578	236.47	2910.34
rnd-1_family-189#Unknown	234	76.7874	1579.17	2672.29
rnd-1_family-207#LINE/Penelope	708	518.003	143.025	35.8775
rnd-1_family-375#LTR/Gypsy	947	756.849	61.2933	10.5232
rnd-1_family-267#Unknown	455	268.016	3118.5	1511.92
rnd-1_family-381#LINE/RTE-BovB	268	101.614	578.561	739.842
rnd-1_family-315#LINE/RTE-BovB	752	562.003	317.407	73.3873
rnd-1_family-103#LINE/CR1	1545	1354.78	961.219	92.1929
rnd-1_family-175#Unknown	127	15.2958	998.407	8481.6
rnd-1_family-41#LTR/Pao	3081	2890.78	183.653	8.25516
rnd-1_family-178#LINE/CR1	1794	1603.78	1102.6	89.3342
rnd-1_family-106#LINE/RTE-BovB	261	96.1707	1704.65	2303.22
rnd-1_family-84#Unknown	844	653.849	444.969	88.4293
rnd-1_family-297#Unknown	313	138.172	71.2524	67.0072
rnd-1_family-282#Unknown	749	559.003	1869.96	434.671
rnd-1_family-104#Unknown	61	23.4286	0	0
rnd-1_family-258#LTR/Pao	476	288.408	11.4316	5.15043
rnd-1_family-373#LINE/CR1	1050	859.778	37.3968	5.65186
rnd-1_family-384#Unknown	984	793.778	477	78.0841
rnd-1_family-132#LTR/Gypsy	2140	1949.78	1351.93	90.0977
rnd-1_family-164#LINE/RTE-BovB	605	415.407	389.779	121.924
rnd-1_family-151#Unknown	101	11.0691	26.1626	307.123
rnd-1_family-14#LTR/Pao	1381	1190.78	679.409	74.1385
rnd-1_family-228#LTR/Gypsy	1309	1118.78	628.38	72.983
rnd-1_family-399#Unknown	85	27.7273	145.764	683.105
rnd-1_family-107#Unknown	651	461.093	5509.73	1552.69
rnd-1_family-159#Unknown	99	11.9573	62.8083	682.536
rnd-1_family-179#Unknown	115	11.1362	508.409	5932.23
rnd-1_family-115#LINE/Penelope	616	426.331	1800.54	548.781
rnd-1_family-417#Unknown	341	162.261	528.358	423.114
rnd-1_family-143#LTR/Gypsy	1948	1757.78	13275.9	981.396
rnd-1_family-108#Unknown	872	681.849	490.808	93.5334
rnd-1_family-446#Unknown	396	212.071	284	174.013
rnd-1_family-358#Unknown	81	29.3611	0	0
rnd-1_family-298#Unknown	289	118.165	133.43	146.727
rnd-1_family-260#Unknown	267	100.846	322.925	416.088
rnd-1_family-47#Unknown	3122	2931.78	538.995	23.8889
rnd-1_family-32#LTR/Pao	4122	3931.78	328.754	10.8649
rnd-1_family-200#LINE/RTE-BovB	307	133.165	135.784	132.496
rnd-1_family-403#Unknown	496	307.846	584.074	246.534
rnd-1_family-120#Unknown	392	208.206	2645.33	1650.93
rnd-1_family-252#Unknown	562	372.728	324.846	113.248
rnd-1_family-117#LINE/RTE-BovB	773	582.901	5229.26	1165.7
rnd-1_family-142#Unknown	244	83.859	1.523	2.3599
rnd-1_family-225#Unknown	82	28.8158	1130.1	5095.99
rnd-1_family-379#Unknown	778	587.849	34.3919	7.60212
rnd-1_family-67#Unknown	1854	1663.78	13407.4	1047.11
rnd-1_family-349#LINE/CR1	660	470.093	761.3	210.434
rnd-1_family-44#LTR/Pao	3775	3584.78	2365.68	85.7507
rnd-1_family-28#DNA/CMC-EnSpm	499	310.706	314.832	131.666
rnd-1_family-95#Unknown	907	716.849	25.5509	4.63151
rnd-1_family-75#LINE/CR1	2566	2375.78	530.218	28.9996
rnd-1_family-193#LTR/Gypsy	1087	896.778	3327.33	482.119
rnd-1_family-96#LTR/Gypsy	2510	2319.78	3651.21	204.519
rnd-1_family-351#LINE/CR1	1031	840.778	9.20361	1.4224
rnd-1_family-98#LTR/Pao	2878	2687.78	174.719	8.44674
rnd-1_family-77#LINE/CR1	1811	1620.78	54.833	4.39604
rnd-1_family-196#LTR/Gypsy	1559	1368.78	37864.7	3594.55
rnd-1_family-272#LINE/Rex-Babar	758	567.901	1136.74	260.094
rnd-1_family-420#Unknown	118	12.0792	235.905	2537.71
rnd-1_family-304#LTR/Gypsy	386	202.813	2	1.28138
rnd-1_family-79#Unknown	179	41.4636	728.346	2282.52
rnd-1_family-208#LTR/Gypsy	1914	1723.78	1027.5	77.4537
rnd-1_family-97#Unknown	209	60.1043	4	8.64764
rnd-1_family-78#LINE/CR1	2376	2185.78	6722.85	399.66
rnd-1_family-51#Unknown	282	112.403	62.9518	72.7737
rnd-1_family-239#LINE/L1	301	128.165	54.5931	55.3492
rnd-1_family-19#LINE/RTE-BovB	747	557.003	2557.27	596.571
rnd-1_family-63#Unknown	326	149.139	1741.26	1517.1
rnd-1_family-248#Unknown	93	28.8929	164.937	741.771
rnd-1_family-236#LTR/Gypsy	2123	1932.78	24248	1630.19
rnd-1_family-165#LINE/CR1	1441	1250.78	963.164	100.061
rnd-1_family-229#Unknown	120	12.8493	2	20.2252
rnd-1_family-192#SINE/tRNA	323	146.55	770.603	683.263
rnd-1_family-320#Unknown	729	539.003	382.456	92.2004
rnd-1_family-454#Unknown	332	154.328	127.384	107.254
rnd-1_family-7#LTR/Pao	2327	2136.78	1335.77	81.2296
rnd-1_family-249#Unknown	151	25.721	137.043	692.327
rnd-1_family-54#Unknown	1726	1535.78	3297.13	278.966
rnd-1_family-152#LINE/CR1	971	780.849	0	0
rnd-1_family-122#Unknown	383	200.037	294.164	191.083
rnd-1_family-245#Unknown	51	19.5	22.9392	152.857
rnd-1_family-364#Unknown	310	135.732	135.427	129.648
rnd-1_family-255#Unknown	451	264.064	202.868	99.827
rnd-1_family-242#Unknown	235	77.5203	542.776	909.805
rnd-1_family-181#Unknown	137	19.0422	552.115	3767.53
rnd-1_family-247#LINE/Penelope	1259	1068.78	1578.99	191.971
rnd-1_family-52#LINE/L2	2731	2540.78	250.532	12.8127
rnd-1_family-312#LINE/CR1	1021	830.778	8.96746	1.40258
rnd-1_family-18#LINE/CR1	1799	1608.78	12678.6	1024.04
rnd-1_family-153#Unknown	302	129.013	443.643	446.831
rnd-1_family-339#Unknown	313	138.172	627.903	590.493
rnd-1_family-43#LINE/RTE-BovB	1147	956.778	592.069	80.4089
rnd-1_family-37#LINE/CR1	2904	2713.78	546.875	26.1853
rnd-1_family-256#LINE/Rex-Babar	718	528.003	2643.43	650.542
rnd-1_family-209#Unknown	308	134.008	51.9962	50.4177
rnd-1_family-216#LINE/RTE-BovB	271	103.889	216	270.165
rnd-1_family-172#LINE/RTE-BovB	331	153.431	985.035	834.223
rnd-1_family-11#LINE/CR1	2666	2475.78	11981.8	628.861
rnd-1_family-123#LINE/Penelope	1228	1037.78	327.491	41.0051
rnd-1_family-110#Unknown	179	41.4636	2094.7	6564.46
rnd-1_family-160#Unknown	139	19.8776	20.4625	133.764
rnd-1_family-243#LINE/CR1	1296	1105.78	23.8186	2.79892
rnd-1_family-194#Unknown	189	47.7516	305.513	831.351
rnd-1_family-206#Unknown	125	14.6039	4591	40849
rnd-1_family-227#Unknown	105	10.7434	1842.12	22280.2
rnd-1_family-294#LINE/CR1	1206	1015.78	17.9677	2.29846
rnd-1_family-218#Unknown	1549	1358.78	1545.54	147.8
rnd-1_family-433#Unknown	505	316.593	154.648	63.4728
rnd-1_family-230#LINE/CR1	1901	1710.78	233.967	17.7707
rnd-1_family-8#LINE/CR1	3578	3387.78	1065.82	40.88
rnd-1_family-135#LINE/RTE-BovB	471	283.616	1865.57	854.718
rnd-1_family-342#Unknown	256	92.5597	149.535	209.925
rnd-1_family-455#DNA/TcMar-ISRm11	547	357.892	299.657	108.797
rnd-1_family-21#LINE/RTE-BovB	1759	1568.78	7670.07	635.303
rnd-1_family-371#Unknown	310	135.732	1650.62	1580.19
rnd-1_family-76#LINE/CR1	1780	1589.78	35.0511	2.86489
rnd-1_family-368#Unknown	112	10.5433	68.7736	847.593
rnd-1_family-90#LTR/Gypsy	1935	1744.78	36857.8	2744.94
rnd-1_family-210#LTR/Gypsy	885	694.849	229.772	42.9685
rnd-1_family-29#LINE/RTE-BovB	222	68.4156	1589.48	3018.87
rnd-1_family-6#Satellite	436	250.068	2659.57	1381.97
rnd-1_family-212#LINE/Penelope	1189	998.778	1998.09	259.949
rnd-1_family-129#LTR/Pao	1888	1697.78	1733.71	132.69
rnd-1_family-299#LINE/RTE-BovB	700	510.003	10.2183	2.60346
rnd-1_family-150#LINE/RTE-BovB	234	76.7874	524.23	887.106
rnd-1_family-300#Unknown	348	168.201	181.211	139.991
rnd-1_family-290#LINE/RTE-BovB	120	12.8493	438.649	4435.89
rnd-1_family-269#Unknown	471	283.616	125.129	57.3283
rnd-1_family-324#Unknown	272	104.619	506.92	629.61
rnd-1_family-419#Unknown	300	127.329	114	116.338
rnd-1_family-145#Unknown	303	129.873	8.13855	8.14275
rnd-1_family-141#Unknown	62	23.3636	0	0
rnd-1_family-53#Unknown	2046	1855.78	4562.42	319.457
rnd-1_family-124#LINE/Penelope	1884	1693.78	1209.36	92.7777
rnd-1_family-46#DNA/CMC-EnSpm	1589	1398.78	464.96	43.1927
rnd-1_family-456#Unknown	289	118.165	223.826	246.131
rnd-1_family-266#Unknown	212	62.0598	376.306	787.905
rnd-1_family-17#LINE/CR1	2633	2442.78	447.423	23.8
rnd-1_family-65#Unknown	2521	2330.78	692.946	38.6315
rnd-1_family-211#LINE/CR1	674	484.093	66.8057	17.932
rnd-1_family-130#LINE/RTE-BovB	356	175.332	242.328	179.592
rnd-1_family-259#LINE/CR1	1998	1807.78	716.01	51.4656
rnd-1_family-101#Unknown	892	701.849	10630.5	1968.12
rnd-1_family-149#Unknown	77	26.9412	1.03061	4.97073
rnd-1_family-3#LINE/RTE-BovB	2252	2061.78	9274.42	584.505
rnd-1_family-58#LINE/CR1	2698	2507.78	637.449	33.0293
rnd-1_family-431#LINE/Rex-Babar	468	280.719	446.501	206.678
rnd-1_family-261#Unknown	292	120.592	1632.34	1758.87
rnd-1_family-69#LINE/CR1	1994	1803.78	49.0933	3.53657
rnd-1_family-146#LINE/RTE-BovB	404	219.714	2002.09	1184.05
rnd-1_family-176#DNA/MULE-MuDR	2818	2627.78	286.801	14.1819
rnd-1_family-344#Unknown	73	28.0714	15	69.4337
rnd-1_family-118#LINE/Penelope	1470	1279.78	1034.96	105.083
rnd-1_family-59#Unknown	1816	1625.78	1299.14	103.833
rnd-1_family-80#Unknown	1667	1476.78	13970.3	1229.24
rnd-1_family-83#LINE/Penelope	751	561.003	821.416	190.257
rnd-1_family-26#LINE/RTE-BovB	264	98.462	2808.27	3706.07
rnd-1_family-447#Unknown	312	137.36	130	122.978
rnd-1_family-9#LTR/Pao	2025	1834.78	51.8374	3.67116
rnd-1_family-33#LINE/CR1	1292	1101.78	10820.9	1276.19
rnd-1_family-396#LINE/CR1-Zenon	662	472.093	3007.08	827.678
rnd-1_family-257#LINE	537	348.052	1264.79	472.193
rnd-1_family-332#Unknown	181	42.7324	60.3185	183.416
rnd-1_family-49#LTR/Pao	2989	2798.78	35.2165	1.63501
rnd-1_family-195#Unknown	98	12.2979	667.482	7052.66
rnd-1_family-74#SINE?	327	149.996	81.6055	70.6941
rnd-1_family-237#Unknown	223	69.074	115.843	217.921
rnd-1_family-72#SINE?	314	139.051	1822.59	1703.17
rnd-1_family-336#Unknown	240	81.0168	224	359.266
rnd-1_family-268#Unknown	172	37.4155	0	0
rnd-1_family-434#Unknown	313	138.172	45.0329	42.3499
rnd-1_family-133#LINE/RTE-BovB	293	121.424	209.952	224.677
rnd-1_family-57#Unknown	295	123.059	104.207	110.034
rnd-1_family-169#Unknown	87	28.5	118.984	542.483
rnd-1_family-365#DNA/hAT-Ac	60	23.55	231.856	1279.3
rnd-1_family-148#LINE/RTE-BovB	623	433.292	153.126	45.921
rnd-1_family-424#LINE/Penelope	472	284.59	425.823	194.425
rnd-1_family-374#LINE/CR1	599	409.444	631	200.252
rnd-1_family-400#Simple_repeat	309	134.916	637	613.505
rnd-1_family-61#Unknown	182	43.422	948.846	2839.42
rnd-1_family-204#LINE/RTE-BovB	203	56.3863	1412.6	3255.28
rnd-1_family-407#LINE/Penelope	310	135.732	210	201.04
rnd-1_family-215#Unknown	55	22.3529	0.00967932	0.056267
rnd-1_family-323#Unknown	69	27.12	37	177.278
rnd-1_family-345#LINE/Penelope	439	252.769	52.2969	26.8841
rnd-1_family-234#Unknown	512	323.535	488.067	196.021
rnd-1_family-442#LINE/CR1	253	90.3883	418.707	601.923
rnd-1_family-401#LINE/Rex-Babar	435	249.136	243.395	126.946
rnd-1_family-445#buffer	223	69.074	225	423.264
rnd-1_family-337#LINE	713	523.003	136	33.7892
rnd-1_family-372#LINE/RTE-BovB	128	15.7056	4.32417	35.776
rnd-1_family-450#LTR/Gypsy	528	339.145	20.6073	7.89551
rnd-1_family-430#LINE/Rex-Babar	421	235.801	56	30.8593
rnd-1_family-326#Unknown	81	29.3611	0	0
rnd-1_family-319#LINE/CR1	2239	2048.78	292.039	18.5221
rnd-1_family-263#LINE/Penelope	742	552.003	988.574	232.708
rnd-1_family-154#LTR/Gypsy	1869	1678.78	436.802	33.8092
rnd-1_family-363#Unknown	66	26.2174	301.825	1495.92
rnd-1_family-322#LINE/RTE-BovB	256	92.5597	79.2059	111.193
rnd-1_family-251#Unknown	106	10.697	12	145.769
rnd-1_family-306#LINE/RTE-BovB	79	28.1714	287.582	1326.47
rnd-1_family-418#LTR/Pao	97	12.8727	2.48031	25.0368
rnd-1_family-177#LTR/Gypsy	2613	2422.78	3092.31	165.849
rnd-1_family-307#LINE/RTE-BovB	214	63.2924	66	135.499
rnd-1_family-411#LINE/CR1	776	585.901	243	53.8921
rnd-1_family-114#DNA/CMC-EnSpm	1131	940.778	557.566	77.0109
rnd-1_family-340#RC/Helitron	496	307.846	27.4153	11.5718
rnd-1_family-343#LINE/CR1	1541	1350.78	77.041	7.41107
rnd-1_family-286#LTR/Gypsy	600	410.444	12.0495	3.81469
rnd-1_family-100#LINE/RTE-BovB	449	262.112	655.678	325.047
rnd-1_family-329#Unknown	56	23.3529	2	11.1284
rnd-1_family-413#Unknown	359	178.116	456	332.663
rnd-1_family-435#LINE/CR1	241	81.7871	15	23.8314
rnd-1_family-157#LINE/RTE-BovB	167	34.5109	1608.47	6056.2
rnd-1_family-274#LINE/CR1	1179	988.778	4.05442	0.532811
rnd-1_family-458#Unknown	188	47.0882	217	598.812
rnd-1_family-459#LINE/CR1-Zenon	493	304.874	1101.33	469.398
rnd-1_family-296#LINE/Penelope	543	353.956	39.7031	14.5753
rnd-1_family-397#LINE/CR1	780	589.849	8.70705	1.91811
rnd-1_family-382#LINE/Penelope	408	223.409	1	0.581626
rnd-1_family-395#LINE/Penelope	660	470.093	736.707	203.636
rnd-1_family-460#Unknown	203	56.3863	137.002	315.717
rnd-1_family-461#Unknown	167	34.5109	59	222.146
rnd-1_family-412#LINE/CR1	764	573.901	174	39.3963
rnd-1_family-273#LINE/CR1	500	311.706	136.228	56.7888
rnd-1_family-346#LINE/Penelope	188	47.0882	10	27.595
rnd-1_family-441#LINE/RTE-BovB	239	80.2542	17.4384	28.2346
rnd-1_family-385#LINE/Penelope	420	234.823	11	6.0869
rnd-1_family-359#LINE	422	236.693	2.2122	1.21446
rnd-1_family-82#LINE/CR1	1646	1455.78	7	0.624807
rnd-1_family-388#LINE/CR1	1038	847.778	8.70166	1.33372
rnd-1_family-283#LINE/RTE-BovB	314	139.051	30.1599	28.1837
rnd-1_family-389#LINE/RTE-BovB	167	34.5109	0	0
rnd-1_family-279#LINE/CR1	1161	970.778	12.1886	1.63147
rnd-1_family-174#LINE/RTE-BovB	560	370.728	28.6503	10.0419
rnd-1_family-386#LINE/Penelope	720	530.003	13.9691	3.42477
rnd-1_family-463#Unknown	93	28.8929	237	1065.86
rnd-1_family-317#LINE/RTE-BovB	390	206.455	46.037	28.9752
rnd-1_family-30#LINE/RTE-BovB	909	718.849	75.8221	13.7057
rnd-1_family-303#LINE/RTE-BovB	488	299.929	5.58	2.41746
rnd-1_family-391#LINE/Penelope	533	344.083	32	12.0845
rnd-1_family-314#LINE/CR1	670	480.093	27.1406	7.34577
rnd-1_family-214#Unknown	83	29.0769	1312.95	5867.35
rnd-1_family-425#LINE/Penelope	218	65.7795	19.4456	38.4127
rnd-1_family-462#Unknown	654	464.093	616.587	172.637
rnd-1_family-161#LINE/CR1	370	188.226	229.972	158.759
rnd-1_family-201#LINE/RTE-BovB	73	28.0714	12.6493	58.5527
rnd-1_family-91#LINE/RTE-BovB	378	195.549	207.282	137.736
rnd-1_family-429#LINE/Penelope	312	137.36	9	8.51386
