target_id	length	eff_length	est_counts	tpm
rnd-1_family-415#LTR/Gypsy	1361	1204.51	390.724	193.528
rnd-1_family-398#Unknown	169	40.4501	29.5378	435.655
rnd-1_family-40#Unknown	2438	2281.51	138.877	36.3155
rnd-1_family-394#Unknown	145	25.164	90.0666	2135.34
rnd-1_family-380#Unknown	719	562.667	557.514	591.138
rnd-1_family-109#Unknown	1081	924.513	83.1051	53.629
rnd-1_family-295#Unknown	125	15.0107	42.2091	1677.6
rnd-1_family-331#Unknown	109	10.079	28.4055	1681.39
rnd-1_family-189#Unknown	234	91.3803	216.356	1412.54
rnd-1_family-207#LINE/Penelope	708	551.667	49.6494	53.6935
rnd-1_family-375#LTR/Gypsy	947	790.595	47.3728	35.7486
rnd-1_family-267#Unknown	455	299.692	495.082	985.567
rnd-1_family-381#LINE/RTE-BovB	268	120.57	148.926	736.913
rnd-1_family-315#LINE/RTE-BovB	752	595.667	191.202	191.502
rnd-1_family-103#LINE/CR1	1545	1388.51	131.807	56.6334
rnd-1_family-175#Unknown	127	15.7867	193.463	7311.25
rnd-1_family-41#LTR/Pao	3081	2924.51	120.009	24.4819
rnd-1_family-178#LINE/CR1	1794	1637.51	210.938	76.852
rnd-1_family-106#LINE/RTE-BovB	261	114.372	255.147	1330.93
rnd-1_family-84#Unknown	844	687.667	54.9075	47.6363
rnd-1_family-297#Unknown	313	161.344	3493.3	12917.2
rnd-1_family-282#Unknown	749	592.667	277.429	279.271
rnd-1_family-104#Unknown	61	20.9459	0	0
rnd-1_family-258#LTR/Pao	476	320.476	1.37786	2.56504
rnd-1_family-373#LINE/CR1	1050	893.513	52.3843	34.9772
rnd-1_family-384#Unknown	984	827.513	64.2961	46.3547
rnd-1_family-132#LTR/Gypsy	2140	1983.51	2300.9	692.066
rnd-1_family-164#LINE/RTE-BovB	605	448.759	177.742	236.299
rnd-1_family-151#Unknown	101	9.49049	11.1756	702.53
rnd-1_family-14#LTR/Pao	1381	1224.51	109.226	53.2167
rnd-1_family-228#LTR/Gypsy	1309	1152.51	1028.24	532.273
rnd-1_family-399#Unknown	85	29.6984	43.0403	864.622
rnd-1_family-107#Unknown	651	494.667	590.216	711.84
rnd-1_family-159#Unknown	99	10.1878	25.2285	1477.39
rnd-1_family-179#Unknown	115	11.4268	86.2688	4504.17
rnd-1_family-115#LINE/Penelope	616	459.714	271.909	352.875
rnd-1_family-417#Unknown	341	187.799	76.2421	242.207
rnd-1_family-143#LTR/Gypsy	1948	1791.51	2172.25	723.392
rnd-1_family-108#Unknown	872	715.667	158.33	131.989
rnd-1_family-446#Unknown	396	241.259	259	640.474
rnd-1_family-358#Unknown	81	30.2222	1.41718	27.9759
rnd-1_family-298#Unknown	289	138.946	70.7561	303.811
rnd-1_family-260#Unknown	267	119.684	45.7845	228.228
rnd-1_family-47#Unknown	3122	2965.51	156.842	31.5534
rnd-1_family-32#LTR/Pao	4122	3965.51	141.767	21.3285
rnd-1_family-200#LINE/RTE-BovB	307	155.667	1.80927e-07	6.93414e-07
rnd-1_family-403#Unknown	496	340.278	87.5017	153.415
rnd-1_family-120#Unknown	392	237.307	637.428	1602.53
rnd-1_family-252#Unknown	562	405.842	45.2297	66.4893
rnd-1_family-117#LINE/RTE-BovB	773	616.667	1336.98	1293.48
rnd-1_family-142#Unknown	244	99.8281	1.53441	9.17006
rnd-1_family-225#Unknown	82	29.6316	76.6239	1542.74
rnd-1_family-379#Unknown	778	621.667	10.9431	10.5019
rnd-1_family-67#Unknown	1854	1697.51	1339.14	470.65
rnd-1_family-349#LINE/CR1	660	503.667	149.17	176.695
rnd-1_family-44#LTR/Pao	3775	3618.51	558.445	92.0735
rnd-1_family-28#DNA/CMC-EnSpm	499	343.244	97.1404	168.843
rnd-1_family-95#Unknown	907	750.595	43.3195	34.432
rnd-1_family-75#LINE/CR1	2566	2409.51	277.655	68.7482
rnd-1_family-193#LTR/Gypsy	1087	930.513	1480.45	949.197
rnd-1_family-96#LTR/Gypsy	2510	2353.51	2323.21	588.92
rnd-1_family-351#LINE/CR1	1031	874.513	7.19981	4.91179
rnd-1_family-98#LTR/Pao	2878	2721.51	72.0806	15.8013
rnd-1_family-77#LINE/CR1	1811	1654.51	90.9845	32.8081
rnd-1_family-196#LTR/Gypsy	1559	1402.51	3009.25	1280.08
rnd-1_family-272#LINE/Rex-Babar	758	601.667	270.923	268.642
rnd-1_family-420#Unknown	118	12.3494	52.7654	2549.11
rnd-1_family-304#LTR/Gypsy	386	231.425	0	0
rnd-1_family-79#Unknown	179	47.876	156.036	1944.43
rnd-1_family-208#LTR/Gypsy	1914	1757.51	1748.07	593.395
rnd-1_family-97#Unknown	209	70.9994	0	0
rnd-1_family-78#LINE/CR1	2376	2219.51	1502.88	403.972
rnd-1_family-51#Unknown	282	132.532	23.2795	104.794
rnd-1_family-239#LINE/L1	301	150.041	16.7009	66.407
rnd-1_family-19#LINE/RTE-BovB	747	590.667	410.606	414.732
rnd-1_family-63#Unknown	326	173.476	379.703	1305.83
rnd-1_family-248#Unknown	93	28.7791	31.9428	662.186
rnd-1_family-236#LTR/Gypsy	2123	1966.51	1829.83	555.135
rnd-1_family-165#LINE/CR1	1441	1284.51	249.46	115.864
rnd-1_family-229#Unknown	120	13.1447	3	136.162
rnd-1_family-192#SINE/tRNA	323	170.704	141.112	493.181
rnd-1_family-320#Unknown	729	572.667	38.0015	39.5898
rnd-1_family-454#Unknown	332	179.225	80.9911	269.601
rnd-1_family-7#LTR/Pao	2327	2170.51	114.1	31.3622
rnd-1_family-249#Unknown	151	28.5898	11.4139	238.18
rnd-1_family-54#Unknown	1726	1569.51	497	188.919
rnd-1_family-152#LINE/CR1	971	814.595	1.38533	1.0146
rnd-1_family-122#Unknown	383	228.448	33.6314	87.8298
rnd-1_family-245#Unknown	51	16.6296	5.44061	195.186
rnd-1_family-364#Unknown	310	158.49	59.5381	224.118
rnd-1_family-255#Unknown	451	295.692	93.4257	188.5
rnd-1_family-242#Unknown	235	92.2997	103.642	669.913
rnd-1_family-181#Unknown	137	20.7639	182.459	5242.54
rnd-1_family-247#LINE/Penelope	1259	1102.51	312.715	169.219
rnd-1_family-52#LINE/L2	2731	2574.51	56.3994	13.0696
rnd-1_family-312#LINE/CR1	1021	864.513	9.08762	6.27138
rnd-1_family-18#LINE/CR1	1799	1642.51	2481.39	901.305
rnd-1_family-153#Unknown	302	151.01	101.132	399.544
rnd-1_family-339#Unknown	313	161.344	172.548	638.033
rnd-1_family-43#LINE/RTE-BovB	1147	990.513	242.215	145.89
rnd-1_family-37#LINE/CR1	2904	2747.51	344.428	74.79
rnd-1_family-256#LINE/Rex-Babar	718	561.667	470.992	500.287
rnd-1_family-209#Unknown	308	156.603	21.5769	82.2003
rnd-1_family-216#LINE/RTE-BovB	271	123.085	35.416	171.664
rnd-1_family-172#LINE/RTE-BovB	331	178.298	361.821	1210.69
rnd-1_family-11#LINE/CR1	2666	2509.51	2499.8	594.292
rnd-1_family-123#LINE/Penelope	1228	1071.51	77.6368	43.2269
rnd-1_family-110#Unknown	179	47.876	312.636	3895.88
rnd-1_family-160#Unknown	139	21.7545	4.39981	120.662
rnd-1_family-243#LINE/CR1	1296	1139.51	40.5344	21.2221
rnd-1_family-194#Unknown	189	55.6301	96.8029	1038.16
rnd-1_family-206#Unknown	125	15.0107	1173	46621
rnd-1_family-227#Unknown	105	9.25088	375.799	24235.8
rnd-1_family-294#LINE/CR1	1206	1049.51	54.4638	30.9602
rnd-1_family-218#Unknown	1549	1392.51	263.144	112.74
rnd-1_family-433#Unknown	505	349.175	8.76201	14.9708
rnd-1_family-230#LINE/CR1	1901	1744.51	89.8197	30.7172
rnd-1_family-8#LINE/CR1	3578	3421.51	324.485	56.5798
rnd-1_family-135#LINE/RTE-BovB	471	315.507	791.276	1496.25
rnd-1_family-342#Unknown	256	110.111	51.9435	281.44
rnd-1_family-455#DNA/TcMar-ISRm11	547	390.842	72.2822	110.335
rnd-1_family-21#LINE/RTE-BovB	1759	1602.51	2768.52	1030.7
rnd-1_family-371#Unknown	310	158.49	25.2242	94.9509
rnd-1_family-76#LINE/CR1	1780	1623.51	79.8397	29.3392
rnd-1_family-368#Unknown	112	10.6932	13.0288	726.912
rnd-1_family-90#LTR/Gypsy	1935	1778.51	5750.28	1928.93
rnd-1_family-210#LTR/Gypsy	885	728.595	58.6323	48.0104
rnd-1_family-29#LINE/RTE-BovB	222	81.532	335.395	2454.21
rnd-1_family-6#Satellite	436	280.835	576.839	1225.43
rnd-1_family-212#LINE/Penelope	1189	1032.51	295.732	170.878
rnd-1_family-129#LTR/Pao	1888	1731.51	92.0871	31.7291
rnd-1_family-299#LINE/RTE-BovB	700	543.667	18.1398	19.9061
rnd-1_family-150#LINE/RTE-BovB	234	91.3803	165.527	1080.69
rnd-1_family-300#Unknown	348	194.511	31.0331	95.1843
rnd-1_family-290#LINE/RTE-BovB	120	13.1447	212.995	9667.27
rnd-1_family-269#Unknown	471	315.507	44.5306	84.2042
rnd-1_family-324#Unknown	272	124.007	42.5197	204.563
rnd-1_family-419#Unknown	300	149.102	24	96.0308
rnd-1_family-145#Unknown	303	151.887	1	3.92794
rnd-1_family-141#Unknown	62	21.9459	0	0
rnd-1_family-53#Unknown	2046	1889.51	386.548	122.05
rnd-1_family-124#LINE/Penelope	1884	1727.51	675.626	233.329
rnd-1_family-46#DNA/CMC-EnSpm	1589	1432.51	187.963	78.2812
rnd-1_family-456#Unknown	289	138.946	54.8638	235.573
rnd-1_family-266#Unknown	212	73.4887	49.7588	403.955
rnd-1_family-17#LINE/CR1	2633	2476.51	241.121	58.0871
rnd-1_family-65#Unknown	2521	2364.51	264.931	66.8461
rnd-1_family-211#LINE/CR1	674	517.667	20.7485	23.9122
rnd-1_family-130#LINE/RTE-BovB	356	202.191	99.9321	294.867
rnd-1_family-259#LINE/CR1	1998	1841.51	712.006	230.671
rnd-1_family-101#Unknown	892	735.595	1720.87	1395.7
rnd-1_family-149#Unknown	77	31	0	0
rnd-1_family-3#LINE/RTE-BovB	2252	2095.51	4437.97	1263.51
rnd-1_family-58#LINE/CR1	2698	2541.51	169.024	39.6772
rnd-1_family-431#LINE/Rex-Babar	468	312.507	99.0875	189.166
rnd-1_family-261#Unknown	292	141.714	158.656	667.923
rnd-1_family-69#LINE/CR1	1994	1837.51	25.174	8.17345
rnd-1_family-146#LINE/RTE-BovB	404	249.209	316.47	757.622
rnd-1_family-176#DNA/MULE-MuDR	2818	2661.51	52.406	11.7473
rnd-1_family-344#Unknown	73	29.8095	3	60.0414
rnd-1_family-118#LINE/Penelope	1470	1313.51	592.815	269.258
rnd-1_family-59#Unknown	1816	1659.51	154.65	55.5971
rnd-1_family-80#Unknown	1667	1510.51	1450.82	573.026
rnd-1_family-83#LINE/Penelope	751	594.667	164.765	165.301
rnd-1_family-26#LINE/RTE-BovB	264	116.957	439.879	2243.84
rnd-1_family-447#Unknown	312	160.393	47	174.822
rnd-1_family-9#LTR/Pao	2025	1868.51	123.181	39.3308
rnd-1_family-33#LINE/CR1	1292	1135.51	1968.51	1034.26
rnd-1_family-396#LINE/CR1-Zenon	662	505.667	228.998	270.179
rnd-1_family-257#LINE	537	380.88	244.534	383.033
rnd-1_family-332#Unknown	181	49.4036	23.6225	285.267
rnd-1_family-49#LTR/Pao	2989	2832.51	38.3157	8.07029
rnd-1_family-195#Unknown	98	10.7101	98.1578	5467.86
rnd-1_family-74#SINE?	327	174.459	39.8865	136.401
rnd-1_family-237#Unknown	223	82.3019	38.682	280.404
rnd-1_family-72#SINE?	314	162.294	421.693	1550.17
rnd-1_family-336#Unknown	240	96.423	44	272.243
rnd-1_family-268#Unknown	172	42.627	0	0
rnd-1_family-434#Unknown	313	161.344	21.0956	78.0051
rnd-1_family-133#LINE/RTE-BovB	293	142.598	49.0089	205.044
rnd-1_family-57#Unknown	295	144.494	35	144.511
rnd-1_family-169#Unknown	87	29.0725	23.5016	482.28
rnd-1_family-365#DNA/hAT-Ac	60	19.9459	82.4856	2467.22
rnd-1_family-148#LINE/RTE-BovB	623	466.714	97.2982	124.377
rnd-1_family-424#LINE/Penelope	472	316.507	76.0133	143.282
rnd-1_family-374#LINE/CR1	599	442.759	93	125.314
rnd-1_family-400#Simple_repeat	309	157.555	319	1207.93
rnd-1_family-61#Unknown	182	50.192	227.726	2706.84
rnd-1_family-204#LINE/RTE-BovB	203	66.502	435.503	3906.98
rnd-1_family-407#LINE/Penelope	310	158.49	76	286.085
rnd-1_family-215#Unknown	55	18.2581	141.994	4639.81
rnd-1_family-323#Unknown	69	27.225	7	153.396
rnd-1_family-345#LINE/Penelope	439	283.779	2.43484	5.11887
rnd-1_family-234#Unknown	512	356.14	129.455	216.861
rnd-1_family-442#LINE/CR1	253	107.458	45.1303	250.561
rnd-1_family-401#LINE/Rex-Babar	435	279.863	61.5595	131.23
rnd-1_family-445#buffer	223	82.3019	42	304.456
rnd-1_family-337#LINE	713	556.667	22.6741	24.3007
rnd-1_family-372#LINE/RTE-BovB	128	16.2177	0	0
rnd-1_family-450#LTR/Gypsy	528	372.031	14.5752	23.3733
rnd-1_family-430#LINE/Rex-Babar	421	266.054	9	20.1817
rnd-1_family-326#Unknown	81	30.2222	0	0
rnd-1_family-319#LINE/CR1	2239	2082.51	252.835	72.4327
rnd-1_family-263#LINE/Penelope	742	585.667	102.848	104.768
rnd-1_family-154#LTR/Gypsy	1869	1712.51	121.571	42.3526
rnd-1_family-363#Unknown	66	24.225	18.6438	459.151
rnd-1_family-322#LINE/RTE-BovB	256	110.111	52.1953	282.804
rnd-1_family-251#Unknown	106	9.58651	3	186.7
rnd-1_family-306#LINE/RTE-BovB	79	29.9412	77.5536	1545.32
rnd-1_family-418#LTR/Pao	97	11.9781	0.997478	49.6821
rnd-1_family-177#LTR/Gypsy	2613	2456.51	1559.03	378.633
rnd-1_family-307#LINE/RTE-BovB	214	75.0692	13	103.316
rnd-1_family-411#LINE/CR1	776	619.667	97.8447	94.2027
rnd-1_family-114#DNA/CMC-EnSpm	1131	974.513	165.535	101.341
rnd-1_family-340#RC/Helitron	496	340.278	7.76828	13.62
rnd-1_family-343#LINE/CR1	1541	1384.51	36.606	15.7739
rnd-1_family-286#LTR/Gypsy	600	443.759	0	0
rnd-1_family-100#LINE/RTE-BovB	449	293.692	294.986	599.23
rnd-1_family-329#Unknown	56	18.6875	1.32777	42.3892
rnd-1_family-413#Unknown	359	205.109	81	235.605
rnd-1_family-435#LINE/CR1	241	97.2232	18	110.455
rnd-1_family-157#LINE/RTE-BovB	167	39.0408	325.105	4968.09
rnd-1_family-274#LINE/CR1	1179	1022.51	4.06859	2.37388
rnd-1_family-458#Unknown	188	54.8443	37	402.489
rnd-1_family-459#LINE/CR1-Zenon	493	337.311	151.147	267.334
rnd-1_family-296#LINE/Penelope	543	386.842	14.9599	23.0717
rnd-1_family-397#LINE/CR1	780	623.667	3.92688	3.75647
rnd-1_family-382#LINE/Penelope	408	253.209	3	7.06848
rnd-1_family-395#LINE/Penelope	660	503.667	90.7479	107.492
rnd-1_family-460#Unknown	203	66.502	22.4088	201.033
rnd-1_family-461#Unknown	167	39.0408	36	550.133
rnd-1_family-412#LINE/CR1	764	607.667	53	52.0349
rnd-1_family-273#LINE/CR1	500	344.209	48.3834	83.8607
rnd-1_family-346#LINE/Penelope	188	54.8443	6	65.2686
rnd-1_family-441#LINE/RTE-BovB	239	95.5484	7.67964	47.9515
rnd-1_family-385#LINE/Penelope	420	265.054	4	9.00347
rnd-1_family-359#LINE	422	267.054	3.30938	7.3932
rnd-1_family-82#LINE/CR1	1646	1489.51	10.6147	4.25154
rnd-1_family-388#LINE/CR1	1038	881.513	22.1889	15.0173
rnd-1_family-283#LINE/RTE-BovB	314	162.294	45.6761	167.907
rnd-1_family-389#LINE/RTE-BovB	167	39.0408	0	0
rnd-1_family-279#LINE/CR1	1161	1004.51	8.24325	4.89584
rnd-1_family-174#LINE/RTE-BovB	560	403.842	18.7027	27.6297
rnd-1_family-386#LINE/Penelope	720	563.667	18.6817	19.7732
rnd-1_family-463#Unknown	93	28.7791	52	1077.98
rnd-1_family-317#LINE/RTE-BovB	390	235.354	15.9552	40.4449
rnd-1_family-30#LINE/RTE-BovB	909	752.595	27.811	22.0465
rnd-1_family-303#LINE/RTE-BovB	488	332.345	10.7218	19.247
rnd-1_family-391#LINE/Penelope	533	376.994	5.1607	8.16693
rnd-1_family-314#LINE/CR1	670	513.667	13.0452	15.1514
rnd-1_family-214#Unknown	83	30.1207	103.851	2056.98
rnd-1_family-425#LINE/Penelope	218	78.2995	0	0
rnd-1_family-462#Unknown	654	497.667	84.6448	101.472
rnd-1_family-161#LINE/CR1	370	215.604	43.3054	119.831
rnd-1_family-201#LINE/RTE-BovB	73	29.8095	1.24156e-07	2.48484e-06
rnd-1_family-91#LINE/RTE-BovB	378	223.493	84.2496	224.899
rnd-1_family-429#LINE/Penelope	312	160.393	12.338	45.8929
